model,trajectory,window_start,horizon,rel_l2,mvpe,velocity_squared_error
plain_piv_cno,20325_5,80,1,0.11433357000350952,0.14287954568862915,0.000415678892750293
plain_piv_cno,20325_5,100,1,0.12140250951051712,0.16047291457653046,0.00046139612095430493
plain_piv_cno,20325_5,120,1,0.11616640537977219,0.15073786675930023,0.0004262548463884741
plain_piv_cno,20325_5,140,1,0.11067842692136765,0.13735716044902802,0.00038985488936305046
plain_piv_cno,20325_5,160,1,0.1194974035024643,0.16927553713321686,0.00045299786143004894
plain_piv_cno,20325_5,180,1,0.11119019985198975,0.12676581740379333,0.00038866017712280154
plain_piv_cno,20325_5,200,1,0.11835144460201263,0.15496112406253815,0.0004490263818297535
plain_piv_cno,20325_5,220,1,0.11598095297813416,0.15864118933677673,0.0004231979255564511
plain_piv_cno,20325_5,240,1,0.11740881949663162,0.14266519248485565,0.00043475808342918754
plain_piv_cno,20325_5,260,1,0.11339353024959564,0.15902212262153625,0.0004035781603306532
plain_piv_cno,20325_5,280,1,0.11888699233531952,0.16234447062015533,0.0004458310140762478
plain_piv_cno,20325_5,300,1,0.1177036464214325,0.15193092823028564,0.00043843669118359685
plain_piv_cno,20325_5,320,1,0.111565001308918,0.13969744741916656,0.00039242469938471913
plain_piv_cno,20325_5,340,1,0.11420825123786926,0.1341894567012787,0.0004161284305155277
plain_piv_cno,20325_5,360,1,0.11634322255849838,0.14304304122924805,0.00042779097566381097
plain_piv_cno,20325_5,380,1,0.11352774500846863,0.145598903298378,0.00040425139013677835
plain_piv_cno,20325_5,400,1,0.11457034945487976,0.1475534588098526,0.0004143093538004905
plain_piv_cno,20325_5,420,1,0.11726786941289902,0.15552596747875214,0.00043360498966649175
plain_piv_cno,20325_5,440,1,0.11048705130815506,0.14269042015075684,0.00037956086453050375
plain_piv_cno,20325_5,460,1,0.11154839396476746,0.1487848460674286,0.00038517083157785237
plain_piv_cno,20325_5,480,1,0.11789162456989288,0.13608641922473907,0.00042994561954401433
plain_piv_cno,20325_5,500,1,0.11444499343633652,0.16492322087287903,0.00041281981975771487
plain_piv_cno,20325_5,520,1,0.1131395623087883,0.14253565669059753,0.00039891048800200224
plain_piv_cno,20325_5,540,1,0.10891589522361755,0.12670081853866577,0.00037089522811584175
plain_piv_cno,20325_5,560,1,0.11346141993999481,0.1495789736509323,0.0003999251639470458
plain_piv_cno,20325_5,580,1,0.11308211833238602,0.15969125926494598,0.0004021348140668124
plain_piv_cno,20325_5,600,1,0.11537332087755203,0.1372852623462677,0.0004142947727814317
plain_piv_cno,20325_5,620,1,0.11057335883378983,0.13286173343658447,0.0003904270997736603
plain_piv_cno,20325_5,640,1,0.11649481952190399,0.155662402510643,0.00043688080040737987
plain_piv_cno,20325_5,660,1,0.11208048462867737,0.14113080501556396,0.00040423189057037234
plain_piv_cno,20325_5,680,1,0.11257602274417877,0.1455574482679367,0.00040508952224627137
plain_piv_cno,20325_5,700,1,0.11331608891487122,0.15830621123313904,0.000412372057326138
plain_piv_cno,20325_5,720,1,0.11594884097576141,0.14910468459129333,0.00042269245022907853
plain_piv_cno,20325_5,740,1,0.11525649577379227,0.14313825964927673,0.0004185472207609564
plain_piv_cno,20325_5,760,1,0.11628856509923935,0.15593641996383667,0.0004258060362190008
plain_piv_cno,20325_5,780,1,0.12013280391693115,0.16212530434131622,0.00045711436541751027
plain_piv_cno,20325_5,800,1,0.1140139177441597,0.1386965662240982,0.0004120288067497313
plain_piv_cno,20325_5,820,1,0.11377853155136108,0.13521483540534973,0.00040994732989929616
