experiment,trajectory,windows,rel_l2,u_rmse,v_rmse,tke_rel_l2,mean_field_rel_l2,fluctuation_rel_l2,tke_field_rel_l2,pred_tke_mean,target_tke_mean,tke_energy_ratio,delta_rel_pct_vs_current80,delta_tke_pct_vs_current80,delta_fluctuation_pct_vs_current80
fluct_ramp_end_1p00,26700_10.h5,42,0.10009428990631701,0.030131849454963004,0.007702079944771082,0.5248274758601125,0.0509018900738321,0.7816980821913155,0.5248274758601125,0.00035708275781255234,0.0006006664178923474,0.5944776454550342,0.0,0.0,0.0
fluct_ramp_end_1p00,3750_0.h5,42,0.04494642888168547,0.002035312571534136,0.001086929024013325,0.31078372677851784,0.024684363556862536,0.6084701207018997,0.31078372677851784,3.996406336292575e-06,5.139943786729318e-06,0.7775194636584913,0.0,0.0,0.0
fluct_ramp_end_1p00,6300_0.h5,42,0.04291744383013653,0.0029914269467538664,0.001792874239950588,0.18098828954997867,0.023564436016079778,0.414003477958588,0.18098828954997867,2.29373526266209e-05,2.523785244039417e-05,0.9088472436707321,0.0,0.0,0.0
fluct_ramp_end_1p00,6300_20.h5,42,0.10115322234659593,0.006467510781967699,0.004522834192649619,0.4748030089609948,0.06479697942328257,0.7065728666967944,0.4748030089609948,2.9114902347424428e-05,3.760546922566317e-05,0.7742198926627272,0.0,0.0,0.0
fluct_ramp_end_1p00,7575_20.h5,42,0.10559732176807556,0.00803061148316876,0.005733625164443342,0.4771671312031169,0.06576105464026344,0.6927839874983331,0.4771671312031169,4.779822486748067e-05,6.407075421962819e-05,0.7460225097964837,0.0,0.0,0.0
fluct_ramp_end_1p00,8850_20.h5,42,0.10491360191937085,0.009214804936884665,0.006508463213816736,0.4944220534835626,0.06406557691570873,0.7106927775974815,0.4944220534835626,5.913363540798897e-05,8.168099537715382e-05,0.723958310436171,0.0,0.0,0.0
fluct_ramp_end_1p20,10125_0.h5,29,0.040421071643135506,0.0044087723433113785,0.0028040717608147207,0.4150240141683832,0.02058541249289052,0.7681467580209284,0.4150240141683832,1.6667000685312306e-05,1.817502471492302e-05,0.917027676536114,2.400925226306235,5.163768044857641,3.306359112912856
fluct_ramp_end_1p20,10125_15.h5,42,0.08571848301728921,0.009176375300175975,0.005162677321908592,0.4544108269587545,0.04856006843855652,0.704010254029142,0.4544108269587545,7.25173909791057e-05,7.957394632849506e-05,0.9113207818013866,1.9895358221710056,1.1568708440039446,2.980391805848288
fluct_ramp_end_1p20,11400_5.h5,42,0.04273019947940295,0.005521669013220766,0.0029041927342475945,0.48082655955367753,0.021317708114874056,0.9005460833514041,0.48082655955367753,1.5873124700710392e-05,1.8115731624305632e-05,0.8762066600398095,2.520893331950603,0.6404212837122151,3.4162672861871384
fluct_ramp_end_1p20,19050_0.h5,42,0.04993785614525511,0.010089245347933411,0.0064346471240714865,0.4675665841066949,0.022138113726352132,1.0430663823059685,0.4675665841066949,4.7542634232863046e-05,5.386573753594792e-05,0.8826136317382625,2.8387292538183595,-1.4445756756748607,3.6095648503258677
fluct_ramp_end_1p20,20325_10.h5,42,0.07667265162962889,0.01773294049321078,0.006697719216424708,0.47558565699788824,0.03814596537408851,0.8331433623637251,0.47558565699788824,0.00017039671620446445,0.00019982966555809624,0.8527098102705137,2.099289750764872,-2.3195305182336097,2.8772576188969845
fluct_ramp_end_1p20,20325_20.h5,42,0.1007619900572175,0.020422803914423124,0.012869891742436895,0.435313349359829,0.052023229688181655,0.7347138503757983,0.435313349359829,0.00039483816475703294,0.0004241817234868227,0.9308231422877385,2.3443997777897874,2.214143673582056,3.2942989532943345
fluct_ramp_end_1p20,21600_15.h5,42,0.09850855582469828,0.022405592091711356,0.008638078734121406,0.4442476185459895,0.05057916503221301,0.7443590195220521,0.4442476185459895,0.0003076362125277904,0.0003878792038515198,0.7931237598537344,1.4515793281205258,-4.059194744759638,2.019974625195395
fluct_ramp_end_1p20,21600_5.h5,23,0.046463486802777815,0.010845442865882342,0.006076886666950624,0.4715896607007632,0.020089051965857745,1.1115502996038857,0.4715896607007632,4.674109080544578e-05,5.150881262857102e-05,0.9074387162153168,2.9839954445296506,-0.530342328725933,3.729205988026009
fluct_ramp_end_1p20,22875_15.h5,42,0.10419718054219655,0.025048529518648048,0.009096212273030183,0.4920382698346775,0.05123924712146278,0.8052974309992138,0.4920382698346775,0.0003298159347331782,0.0004220973674686105,0.7813740623665584,1.757190246004017,-1.781323600180873,2.367374054045797
fluct_ramp_end_1p20,25425_20.h5,42,0.1278301884829478,0.033159644704055295,0.013779648498592662,0.5558223027821884,0.06823992302884066,0.7420242295406463,0.5558223027821884,0.0006062355974651963,0.0008536246571157602,0.7101898854627212,1.021970561275843,-2.6638064339517147,1.4795604689210904
fluct_ramp_end_1p20,26700_10.h5,42,0.10134879853991088,0.030461755236277956,0.007977788112624546,0.5007980735108595,0.050901890107463786,0.7954743169054334,0.5007980735108595,0.0004156525715009156,0.0006006664178923474,0.691985699748924,1.2533268728596079,-4.578533604756964,1.762347257588151
fluct_ramp_end_1p20,3750_0.h5,42,0.04591432207047513,0.0020634521508998134,0.0011386784716946518,0.36103692024875816,0.024684363533392862,0.6269324691223455,0.36103692024875816,4.808437613847134e-06,5.139943786729318e-06,0.9355039302690253,2.1534373539163503,16.16982780634895,3.0342243262739994
fluct_ramp_end_1p20,6300_0.h5,42,0.04441266352843911,0.00302942672086317,0.0019617959114479728,0.2599423644324303,0.023564436018772044,0.4342732519120339,0.2599423644324303,2.7625702988814856e-05,2.523785244039417e-05,1.0946138564705623,3.4839439744373633,43.623858250038325,4.896039534110742
fluct_ramp_end_1p20,6300_20.h5,42,0.103245030423511,0.006563406749943595,0.004669396341621863,0.48446973212109434,0.06479697942716653,0.7309919467936662,0.48446973212109434,3.473157447078637e-05,3.760546922566317e-05,0.9235777450978975,2.0679599012156107,2.0359439552106244,3.4559889358659057
fluct_ramp_end_1p20,7575_20.h5,42,0.10755124219222695,0.008144742931571348,0.005885725888306916,0.47490059693166936,0.0657610546441261,0.713591805674844,0.47490059693166936,5.689473471084022e-05,6.407075421962819e-05,0.8879985166993776,1.8503503606301752,-0.474997987755933,3.0035073777684502
fluct_ramp_end_1p20,8850_20.h5,42,0.10675662462921534,0.009330321853113848,0.006685850413654239,0.49125640296299156,0.06406557692118091,0.7303230337664449,0.49125640296299156,7.02927317634435e-05,8.168099537715382e-05,0.8605763365012125,1.7567052089784363,-0.6402729203252044,2.7621296835637037
fluct_ramp_end_1p40,10125_0.h5,29,0.04178667311031384,0.004484041683347858,0.0030105627462410373,0.506778222472411,0.020585412494854852,0.8025498846606345,0.506778222472411,1.9628819430144963e-05,1.817502471492302e-05,1.0799885963306708,5.860478574224722,28.41355106900202,7.93315954933632
fluct_ramp_end_1p40,10125_15.h5,42,0.08835763558138894,0.009358611684443466,0.0054921366148430305,0.5221201420712972,0.04856006843582947,0.7352182564282265,0.5221201420712972,8.53864270821747e-05,7.957394632849506e-05,1.0730450231748556,5.129651413368926,16.229712504964485,7.5453996251840305
fluct_ramp_end_1p40,11400_5.h5,42,0.044038161083857746,0.005629302393193556,0.003106471013489515,0.5319349538827611,0.021317708086131378,0.937168629333325,0.5319349538827611,1.8521955512820906e-05,1.8115731624305632e-05,1.0224238190838646,5.65903436022344,11.337771989936783,7.621901038845566
fluct_ramp_end_1p40,19050_0.h5,42,0.05151153601280318,0.010257637377022713,0.00686427287753525,0.5015461902240711,0.022138113699593825,1.0841574124224866,0.5015461902240711,5.4808856537571834e-05,5.386573753594792e-05,1.0175086993099187,6.0794618427430365,5.717772133396245,7.69120703709824
fluct_ramp_end_1p40,20325_10.h5,42,0.07876743425592456,0.01813647636930763,0.007102088935764834,0.5030475209712003,0.03814596537735666,0.8635254441122264,0.5030475209712003,0.0001977583296837826,0.00019982966555809624,0.9896344926138535,4.888756578652447,3.320857761536234,6.62886315551339
fluct_ramp_end_1p40,20325_20.h5,42,0.10420318060768965,0.02088061402349686,0.01370849922533658,0.5076468726785928,0.052023229678069764,0.7683357162999688,0.5076468726785928,0.0004646551078321579,0.0004241817234868227,1.0954152008545754,5.839632267829789,19.19848186535448,8.02123729583745
fluct_ramp_end_1p40,21600_15.h5,42,0.10073050144236548,0.02278444053267544,0.009162294737910432,0.4702386290260166,0.050579165074847554,0.7671754350523861,0.4702386290260166,0.00035800960548826614,0.0003878792038515198,0.9229925243048408,3.7399073845655044,1.553887623611122,5.1471351383268225
fluct_ramp_end_1p40,21600_5.h5,23,0.0479690622811122,0.011037632772925687,0.006550354215787299,0.5107326136005995,0.020089051936293505,1.1558588698615142,0.5107326136005995,5.3833852615094464e-05,5.150881262857102e-05,1.0451386834188794,6.321028217388929,7.725852515333807,7.864055137836268
fluct_ramp_end_1p40,22875_15.h5,42,0.10671164014086269,0.025521268944000346,0.00967256152450397,0.5236428951679196,0.051239247072152,0.8309095939432171,0.5236428951679196,0.00038281701598177106,0.0004220973674686105,0.9069400699596626,4.212768625533629,4.527463050471759,5.623127473212623
fluct_ramp_end_1p40,25425_20.h5,42,0.13006677386398346,0.0335816453281404,0.014393239347894979,0.5714361575414805,0.06823992304814411,0.7602274979997586,0.5714361575414805,0.0007059366545361041,0.0008536246571157602,0.8269871876959758,2.7895050161820465,0.07050843890466828,3.969047481322358
fluct_ramp_end_1p40,26700_10.h5,42,0.10319710555076195,0.03095867734840885,0.008335245099866214,0.5044285015289071,0.050901890090870934,0.8152778824409536,0.5044285015289071,0.0004802419510955361,0.0006006664178923474,0.7995152330650288,3.09989275846705,-3.8867961891237863,4.295750624781447
fluct_ramp_end_1p40,3750_0.h5,42,0.0476373161932069,0.0021072398004838666,0.0012397027229488816,0.5125556326893104,0.024684363563729154,0.6592193391072177,0.5125556326893104,5.7166626386775595e-06,5.139943786729318e-06,1.11220333837838,5.986876774136549,64.9235749896862,8.34046186964389
fluct_ramp_end_1p40,6300_0.h5,42,0.047642477403754185,0.0031020563949478264,0.002316399715849325,0.4520728667289194,0.023564436012236883,0.4770577790133294,0.4520728667289194,3.2863731231490486e-05,2.523785244039417e-05,1.3021603684032481,11.009587598737065,149.78017519972343,15.23037955276516
fluct_ramp_end_1p40,6300_20.h5,42,0.10629322665111951,0.006702858866979064,0.0048827472372727785,0.5539030677709524,0.06479697942584392,0.765873737776406,0.5539030677709524,4.0993807453703426e-05,3.760546922566317e-05,1.0901022722973481,5.081404413308392,16.659552976096602,8.392746717948745
fluct_ramp_end_1p40,7575_20.h5,42,0.11055011127966731,0.008310400278975906,0.006132223100475636,0.5278600310883081,0.06576105466151726,0.7447897262359191,0.5278600310883081,6.702868364802804e-05,6.407075421962819e-05,1.0461666085318795,4.690260537544328,10.623719986197603,7.506775513877057
fluct_ramp_end_1p40,8850_20.h5,42,0.10958268668745183,0.009499859200647116,0.006966318699355916,0.539464704403792,0.06406557691319595,0.7597455532621851,0.539464704403792,8.272114871635592e-05,8.168099537715382e-05,1.0127343372151538,4.450409367957174,9.110162178824995,6.902106959708802
fluct_ramp_end_1p60,10125_0.h5,29,0.04352907792456873,0.004576896796512699,0.0032709808062973606,0.6541764649450832,0.02058541251137738,0.8455263199728138,0.6541764649450832,2.289421617388927e-05,1.817502471492302e-05,1.2596525469971684,10.27460857735076,65.76308760769192,13.712965313525856
fluct_ramp_end_1p60,10125_15.h5,42,0.0918761090453829,0.009599448515596456,0.00592544586693601,0.6464040303249112,0.04856006844926995,0.7759063094681783,0.6464040303249112,9.95679965523818e-05,7.957394632849506e-05,1.251263775976974,9.316000293609745,43.89667923681701,13.497119248429646
fluct_ramp_end_1p60,11400_5.h5,42,0.04558107587710776,0.005759933121419994,0.003332669293102692,0.6318502879395103,0.021317708111700636,0.9798915735904041,0.6318502879395103,2.1434917851993864e-05,1.8115731624305632e-05,1.1832212077614863,9.36088936830316,32.250762573293926,12.528087967226124
fluct_ramp_end_1p60,19050_0.h5,42,0.05326313267463462,0.010453690638361933,0.007319327884479001,0.5798887054492261,0.02213811372236567,1.1294839613160759,0.5798887054492261,6.276259399832526e-05,5.386573753594792e-05,1.1651672634471946,9.686584550294242,22.231098990150763,12.19357053638914
fluct_ramp_end_1p60,20325_10.h5,42,0.08134039730922413,0.018632751201124877,0.007587623215901315,0.5730702987575265,0.03814596539582057,0.9002739538593028,0.5730702987575265,0.0002277825333382876,0.00019982966555809624,1.139883473768136,8.314980854367079,17.70282598943027,11.166600686824392
fluct_ramp_end_1p60,20325_20.h5,42,0.10866855617894314,0.021465079480032557,0.014781616448192822,0.6364201462987382,0.05202322967771867,0.8108782409933895,0.6364201462987382,0.0005415344860993278,0.0004241817234868227,1.2766568103119855,10.375134021644227,49.43520653847492,14.002341723993274
fluct_ramp_end_1p60,21600_15.h5,42,0.10371289173735325,0.023286664140991665,0.009854035073361172,0.546264307659844,0.05057916506563406,0.7973864007305849,0.546264307659844,0.0004133034709985093,0.0003878792038515198,1.065546868443924,6.8113990237060325,17.97257964064089,9.287774092190109
fluct_ramp_end_1p60,21600_5.h5,23,0.04961948269485708,0.01125577546940401,0.007041215132548828,0.5938457961364828,0.02008905198782631,1.2040369056463194,0.5938457961364828,6.16018239093189e-05,5.150881262857102e-05,1.195947271266538,9.979102547714474,25.256431541450794,12.360000485340066
fluct_ramp_end_1p60,22875_15.h5,42,0.10989187859698157,0.026122399389709252,0.010367222718746134,0.5990084655014813,0.05123924712305228,0.862887473582303,0.5990084655014813,0.00044093896492455436,0.0004220973674686105,1.0446380359321834,7.318535287577756,19.571631396903527,9.688074709425477
fluct_ramp_end_1p60,25425_20.h5,42,0.13319779826236625,0.034160029183677755,0.015256106805841075,0.623114431408677,0.06823992306797158,0.7852890072267587,0.623114431408677,0.0008152940394244689,0.0008536246571157602,0.9550966371791516,5.263899041207329,9.120462791434269,7.396470521966424
fluct_ramp_end_1p60,26700_10.h5,42,0.10560786735088115,0.0316147412827449,0.00876445426938467,0.5414432677947735,0.050901890075134584,0.8406874928920423,0.5414432677947735,0.0005508508964801191,0.0006006664178923474,0.9170662452097391,5.508383594832992,3.1659531367770426,7.546316416098031
fluct_ramp_end_1p60,3750_0.h5,42,0.05003401921294115,0.002165726585026426,0.0013792161688792168,0.7226472532577086,0.02468436352180083,0.7033555485547202,0.7226472532577086,6.721081410886674e-06,5.139943786729318e-06,1.30761768800656,11.319231489220142,132.52416101333006,15.594098152817361
fluct_ramp_end_1p60,6300_0.h5,42,0.052279709521121334,0.0032069639884544634,0.0027866810679894865,0.6905898339205544,0.023564436031147114,0.5369050562632316,0.6905898339205544,3.8651437396740266e-05,2.523785244039417e-05,1.5314867811366202,21.81459298470764,281.56603150274685,29.68612218203085
fluct_ramp_end_1p60,6300_20.h5,42,0.11021644174635355,0.0068832203432618215,0.005154600305637204,0.6794430442395243,0.06479697943282868,0.8098443763599309,0.6794430442395243,4.790160133940515e-05,3.760546922566317e-05,1.2737934754106344,8.959891923860807,43.09998702964006,14.615832921228279
fluct_ramp_end_1p60,7575_20.h5,42,0.11450997640005409,0.008524580168249463,0.0064623239059115566,0.635857323726006,0.0657610546631087,0.7851221764215617,0.635857323726006,7.820007151560273e-05,6.407075421962819e-05,1.2205267827430382,8.440227917478326,33.256731687023745,13.328568585521861
fluct_ramp_end_1p60,8850_20.h5,42,0.11331317408802893,0.009720590873236228,0.007338057972543978,0.6393853088595655,0.06406557690887492,0.7978253389183245,0.6393853088595655,9.641888632548418e-05,8.168099537715382e-05,1.1804323132973542,8.00618033790642,29.31973894664111,12.260228901635568
