trajectory_id,horizon,alpha,windows,frame_rel_l2,frame_rmse,tke_contrib_rel_l2,tke_contrib_ratio,mvpe_probe_rel_l2,frame_rel_l2_improvement_vs_base,frame_rmse_improvement_vs_base,tke_contrib_rel_l2_improvement_vs_base,mvpe_probe_rel_l2_improvement_vs_base,tke_contrib_ratio_delta_vs_base
11400_10.h5,20,0.5,42,0.12044487287780777,0.01230948346499923,0.9407054528510621,1.2107381904608152,0.1336090344407348,0.19354401514135178,0.1935297601417718,0.34016669038226666,0.2376566964558472,-0.8554525317178099
11400_10.h5,20,1.0,42,0.10107787631604515,0.010330330372048972,0.7790308058723886,0.8003573932358686,0.09787927721292922,0.3232185285746928,0.3231962952263817,0.4535691556001511,0.4415227095132056,-1.2658333289427564
11400_15.h5,1,0.0,42,0.08572640057822604,0.008438048041611875,0.592925857535281,0.9247980000480506,0.10601795536129087,0.0,0.0,0.0,0.0,0.0
11400_15.h5,1,0.5,42,0.0658035952025619,0.006477125500326599,0.5066352351550106,0.923389648991734,0.08449703592525439,0.23239988196500116,0.23239054004137805,0.1455335794241961,0.20299315679779817,-0.001408351056316537
11400_15.h5,1,1.0,42,0.05314476656978612,0.005231002337899633,0.48391287736084215,1.0130654915532769,0.06827679861900741,0.380065344965801,0.38006961893281865,0.1838560062595217,0.35598834757440956,0.08826749150522628
11400_15.h5,2,0.0,42,0.07898372903841533,0.007775401463747207,0.5981480575117546,0.7521891707386146,0.09952737145423624,0.0,0.0,0.0,0.0,0.0
11400_15.h5,2,0.5,42,0.0662232605128462,0.006519539636632083,0.5295112465966075,0.8220834424192822,0.08203039186702582,0.16155819281921746,0.16151729694866257,0.11474886535730033,0.17580068006976068,0.06989427168066764
11400_15.h5,2,1.0,42,0.06090213213028153,0.005995832498310727,0.5088115676291002,0.966950152448353,0.07249447440387478,0.2289281239094123,0.2288716503879209,0.14935514503597436,0.2716126896086216,0.21476098170973845
11400_15.h5,3,0.0,42,0.07914759477540635,0.007789859471728016,0.5882098804263391,0.9466143806666304,0.09734407054877355,0.0,0.0,0.0,0.0,0.0
11400_15.h5,3,0.5,42,0.07039420531836386,0.0069283996507064375,0.5481417081321378,0.8822666291640693,0.07913034765405352,0.11059577340134719,0.11058733782658103,0.06811883585695566,0.1871066495580146,-0.06434775150256111
11400_15.h5,3,1.0,42,0.06667333296060549,0.00656224102353758,0.546553853149617,0.8851582638165971,0.06878733679562543,0.15760759186932372,0.1575918606293054,0.07081830595319061,0.2933587386695522,-0.06145611685003327
11400_15.h5,4,0.0,42,0.07533400815259673,0.007413728653215747,0.6082412501764503,0.7722591481757213,0.06489695547366424,0.0,0.0,0.0,0.0,0.0
11400_15.h5,4,0.5,42,0.07239971984720235,0.007124978919027587,0.5962147236591377,0.7914375416580551,0.06474328368421184,0.03895038080876678,0.038947977150864954,0.019772625605092742,0.0023679352649256247,0.019178393482333855
11400_15.h5,4,1.0,42,0.07259209458477862,0.007143893193660149,0.5947075636107838,0.8434147076763553,0.06737574509492206,0.036396756724586865,0.03639672723098053,0.02225052405067951,-0.0381957767227421,0.07115555950063401
11400_15.h5,5,0.0,42,0.0780379420053703,0.00768106996583771,0.6464415739419896,0.7470465789003116,0.06569303096968983,0.0,0.0,0.0,0.0,0.0
11400_15.h5,5,0.5,42,0.07607445747920913,0.007487757664657131,0.6413950118876297,0.7712165046384158,0.0652410645099342,0.02516063950054004,0.025167366270630764,0.0078066793006305035,0.00687997574604482,0.02416992573810428
11400_15.h5,5,1.0,42,0.07617076389156166,0.007497146696457888,0.6440894227080749,0.8166225975813558,0.06655963540831884,0.023926542215582103,0.02394500638554753,0.003638613803210955,-0.013191725603722837,0.06957601868104424
