experiment,trajectory,window_start,horizon,rel_l2,mvpe,velocity_squared_error,pred_speed_mean,target_speed_mean
LOSS-E0-best,10125_0.h5,140,6,0.10260976850986481,0.05799239128828049,0.0001749199873302132,0.1182609498500824,0.1175944060087204
LOSS-E0-best,10125_0.h5,140,7,0.10474371910095215,0.058920856565237045,0.00018298591021448374,0.11752868443727493,0.11781996488571167
LOSS-E0-best,10125_0.h5,140,8,0.10784474015235901,0.06238694116473198,0.00019437931769061834,0.11750766634941101,0.11789663881063461
LOSS-E0-best,10125_0.h5,140,9,0.1080964133143425,0.06292365491390228,0.0001958371722139418,0.11699837446212769,0.1180357038974762
LOSS-E0-best,10125_0.h5,140,10,0.10806485265493393,0.06234754994511604,0.0001963792892638594,0.11727525293827057,0.11821265518665314
LOSS-E0-best,10125_0.h5,140,11,0.10796172171831131,0.06189610809087753,0.00019664689898490906,0.11809258162975311,0.11847306787967682
LOSS-E0-best,10125_0.h5,140,12,0.10747993737459183,0.062118031084537506,0.00019538815831765532,0.11836107820272446,0.11862895637750626
LOSS-E0-best,10125_0.h5,140,13,0.1079721674323082,0.06305664777755737,0.00019754770619329065,0.11815584450960159,0.11876456439495087
LOSS-E0-best,10125_0.h5,140,14,0.10887317359447479,0.06523185968399048,0.00020122772548347712,0.11851301789283752,0.1188805103302002
LOSS-E0-best,10125_0.h5,140,15,0.10931653529405594,0.06678871065378189,0.00020297709852457047,0.11928340792655945,0.11883960664272308
LOSS-E0-best,10125_0.h5,140,16,0.11282210052013397,0.06787467002868652,0.00021621293853968382,0.11932353675365448,0.11884360015392303
LOSS-E0-best,10125_0.h5,140,17,0.11327219009399414,0.06578543782234192,0.00021812811610288918,0.11766758561134338,0.11888894438743591
LOSS-E0-best,10125_0.h5,140,18,0.11092206090688705,0.06114817038178444,0.00020903200493194163,0.11925307661294937,0.11885255575180054
LOSS-E0-best,10125_0.h5,140,19,0.11294254660606384,0.059450432658195496,0.0002169958024751395,0.12152515351772308,0.11893020570278168
LOSS-E0-best,10125_0.h5,140,20,0.13206201791763306,0.07120209187269211,0.0002970256609842181,0.12162943184375763,0.1189877837896347
