experiment,horizon,rel_l2,mvpe,velocity_squared_error,pred_speed_mean,pred_speed_std,target_speed_mean,target_speed_std
LOSS-E3-best,11,0.09636717289686203,0.041840560734272,0.00038649243651889265,0.15904483199119568,0.11721396446228027,0.1570269912481308,0.11864618957042694
LOSS-E3-best,12,0.09720172733068466,0.04143616929650307,0.00039435108192265034,0.15882974863052368,0.1170647069811821,0.15701989829540253,0.11866055428981781
LOSS-E3-best,13,0.09865172952413559,0.04191901534795761,0.00040697481017559767,0.1586184799671173,0.11692516505718231,0.1570630818605423,0.1186748519539833
LOSS-E3-best,14,0.10035613179206848,0.042802076786756516,0.00042432808550074697,0.1587553471326828,0.11727441847324371,0.15705685317516327,0.11865032464265823
LOSS-E3-best,15,0.1022472158074379,0.04398053511977196,0.0004439067270141095,0.15870819985866547,0.11723490059375763,0.15705694258213043,0.11863084882497787
LOSS-E3-best,16,0.10535749047994614,0.044940631836652756,0.00046692939940840006,0.15803338587284088,0.11713051795959473,0.15708261728286743,0.11862760782241821
LOSS-E3-best,17,0.10750466585159302,0.04565713554620743,0.00048700408660806715,0.15710633993148804,0.11623349785804749,0.157064288854599,0.11861063539981842
LOSS-E3-best,18,0.1102212518453598,0.047651588916778564,0.0005041989497840405,0.1581941843032837,0.11618360877037048,0.15705251693725586,0.11862937361001968
LOSS-E3-best,19,0.111879363656044,0.04879032075405121,0.0005234249983914196,0.15876871347427368,0.11675358563661575,0.15704819560050964,0.11866152286529541
LOSS-E3-best,20,0.1126309484243393,0.04845348000526428,0.0005486315349116921,0.15783169865608215,0.1164514496922493,0.15703967213630676,0.1186535581946373
P0A-N2-2H-last,1,0.14724791049957275,0.08150739967823029,0.000905580585822463,0.15114139020442963,0.10939459502696991,0.15705075860023499,0.118636853992939
P0A-N2-2H-last,2,0.14597494900226593,0.08398332446813583,0.0008433879120275378,0.1502148061990738,0.11105093359947205,0.15706518292427063,0.11862729489803314
P0A-N2-2H-last,3,0.13929878175258636,0.07175657153129578,0.000759537739213556,0.15308377146720886,0.11264950037002563,0.15707311034202576,0.11861002445220947
P0A-N2-2H-last,4,0.13503724336624146,0.06716996431350708,0.0007364712073467672,0.1541341096162796,0.11302662640810013,0.15707175433635712,0.11861182004213333
P0A-N2-2H-last,5,0.1369345784187317,0.0686734989285469,0.000756588822696358,0.15438558161258698,0.11311038583517075,0.1570601910352707,0.11861609667539597
P0A-N2-2H-last,6,0.13784673810005188,0.06878790259361267,0.00076038803672418,0.15462325513362885,0.11317392438650131,0.15706144273281097,0.11860432475805283
P0A-N2-2H-last,7,0.13878081738948822,0.0699864849448204,0.0007792661781422794,0.1537662148475647,0.112947478890419,0.15705525875091553,0.11860621720552444
P0A-N2-2H-last,8,0.14038552343845367,0.07137429714202881,0.0008058698149397969,0.1536792814731598,0.11308759450912476,0.15705163776874542,0.11861393600702286
P0A-N2-2H-last,9,0.14161473512649536,0.0711367130279541,0.0008258532616309822,0.15414029359817505,0.11328694969415665,0.15701057016849518,0.1186184212565422
P0A-N2-2H-last,10,0.1419103890657425,0.06952846050262451,0.0008378481725230813,0.15474888682365417,0.11364416778087616,0.15702053904533386,0.11863715201616287
P0A-N2-2H-last,11,0.14189089834690094,0.06935982406139374,0.0008419782971031964,0.15441304445266724,0.11359881609678268,0.1570269912481308,0.11864618957042694
P0A-N2-2H-last,12,0.1428992748260498,0.07206553220748901,0.000850881973747164,0.15322232246398926,0.11342521756887436,0.15701989829540253,0.11866055428981781
P0A-N2-2H-last,13,0.1439725160598755,0.0734257772564888,0.0008592085796408355,0.15310510993003845,0.1136653870344162,0.1570630818605423,0.1186748519539833
P0A-N2-2H-last,14,0.14428527653217316,0.07111584395170212,0.0008697682642377913,0.1544335037469864,0.11465610563755035,0.15705685317516327,0.11865032464265823
P0A-N2-2H-last,15,0.14485540986061096,0.06985180079936981,0.0008865067502483726,0.15502645075321198,0.11487765610218048,0.15705694258213043,0.11863084882497787
P0A-N2-2H-last,16,0.1517457365989685,0.08138509094715118,0.000985784805379808,0.15157450735569,0.1130828857421875,0.15708261728286743,0.11862760782241821
P0A-N2-2H-last,17,0.15956909954547882,0.09395813196897507,0.0010483942460268736,0.1496810019016266,0.11224900931119919,0.157064288854599,0.11861063539981842
P0A-N2-2H-last,18,0.17372310161590576,0.10627109557390213,0.0011541281128302217,0.14917582273483276,0.11056571453809738,0.15705251693725586,0.11862937361001968
P0A-N2-2H-last,19,0.21824140846729279,0.13959349691867828,0.0021535351406782866,0.15216001868247986,0.11007675528526306,0.15704819560050964,0.11866152286529541
P0A-N2-2H-last,20,0.23946528136730194,0.13440798223018646,0.0024949354119598866,0.17089812457561493,0.11686770617961884,0.15703967213630676,0.1186535581946373
